,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,d,Strength,ND,SystemReference,Size,SizeType
95,Hymenoptera,Anthophora.simillima,Anthophora,simillima,Anthophora simillima,ppc,11,0.634317693,2.810696715,0.023554604,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15.5,BL
96,Hymenoptera,Anthophora.smithi,Anthophora,smithi,Anthophora smithi,ppc,3,0.5686095,0.196391803,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15,BL
97,Hymenoptera,Anthophora.terminalis,Anthophora,terminalis,Anthophora terminalis,ppc,15,0.483887215,0.915473032,0.032119914,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.7625,ITD
98,Diptera,Anthrax.alternata,Anthrax,alternata,Anthrax alternata,ppc,1,0.620061532,0.058823529,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.5,BL
99,Diptera,Anthrax.fulviana,Anthrax,fulviana,Anthrax fulviana,ppc,1,0.585486234,0.045454545,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL
100,Diptera,Anthrax.halcyon,Anthrax,halcyon,Anthrax halcyon,ppc,1,0.636846111,0.066666667,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.4,BL
101,Diptera,Anthrax.hypomelas,Anthrax,hypomelas,Anthrax hypomelas,ppc,2,0.769645299,0.392857143,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14,BL
102,Diptera,Anthrax.lateralis,Anthrax,lateralis,Anthrax lateralis,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
103,Diptera,Anthrax.nigra,Anthrax,nigra,Anthrax nigra,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.4,BL
104,Diptera,Anthrax.sinuosa,Anthrax,sinuosa,Anthrax sinuosa,ppc,2,0.716958694,0.266666667,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.4,BL
105,Diptera,Anthrax.tegminipennis,Anthrax,tegminipennis,Anthrax tegminipennis,ppc,1,0.585486234,0.045454545,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11.5,BL
106,Hymenoptera,Apanteles.sp,Apanteles,sp,Apanteles sp,ppc,1,0.453195669,0.016949153,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4,BL
114,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,ppc,22,0.346011297,3.012276672,0.047109208,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.3,ITD
115,Diptera,Archytas.sp,Archytas,sp,Archytas sp,ppc,1,1,1,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",16,BL
116,Lepidoptera,Argynnis.atlantis,Argynnis,atlantis,Argynnis atlantis,ppc,4,0.530322491,0.161489206,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",60,WS
118,Lepidoptera,Atrytone.taxiles,Atrytone,taxiles,Atrytone taxiles,ppc,4,0.52227004,0.185053935,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",33,WS
139,Hymenoptera,Bembix.spinolae,Bembix,spinolae,Bembix spinolae,ppc,1,0.739050318,0.142857143,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",22,BL
143,Hymenoptera,Bombus.americanorum,Bombus,americanorum,Bombus americanorum,ppc,3,0.640938916,0.358986175,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",16,BL
144,Hymenoptera,Bombus.appositus,Bombus,appositus,Bombus appositus,ppc,15,0.506268264,1.166627741,0.032119914,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",21.5,BL
146,Hymenoptera,Bombus.balteatus,Bombus,balteatus,Bombus balteatus,ppc,8,0.671164763,1.713460272,0.017130621,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15,BL
147,Hymenoptera,Bombus.bifarius,Bombus,bifarius,Bombus bifarius,ppc,21,0.506091922,1.961711745,0.04496788,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL
150,Hymenoptera,Bombus.centralis,Bombus,centralis,Bombus centralis,ppc,28,0.537561258,3.321577996,0.059957173,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL
151,Hymenoptera,Bombus.dorsalis,Bombus,dorsalis,Bombus dorsalis,ppc,1,0.705348649,0.111111111,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
152,Hymenoptera,Bombus.fervidus,Bombus,fervidus,Bombus fervidus,ppc,6,0.595167835,0.515919564,0.012847966,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.627,ITD
153,Hymenoptera,Bombus.flavifrons,Bombus,flavifrons,Bombus flavifrons,ppc,16,0.541176726,1.695859966,0.034261242,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14.5,BL
154,Hymenoptera,Bombus.fulvida,Bombus,fulvida,Bombus fulvida,ppc,2,0.615325701,0.14559387,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15.5,BL
158,Hymenoptera,Bombus.huntii,Bombus,huntii,Bombus huntii,ppc,30,0.550900859,4.767309413,0.064239829,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.5,BL
160,Hymenoptera,Bombus.insularis,Bombus,insularis,Bombus insularis,ppc,9,0.572080574,0.880440523,0.019271949,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17.5,BL
163,Hymenoptera,Bombus.melanopygus,Bombus,melanopygus,Bombus melanopygus,ppc,37,0.572445012,6.700782026,0.079229122,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.86,ITD
166,Hymenoptera,Bombus.morrisoni,Bombus,morrisoni,Bombus morrisoni,ppc,12,0.541656551,1.686338501,0.025695931,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17,BL
167,Hymenoptera,Bombus.nevadensis,Bombus,nevadensis,Bombus nevadensis,ppc,5,0.586685693,0.403455528,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17,BL
168,Hymenoptera,Bombus.occidentalis,Bombus,occidentalis,Bombus occidentalis,ppc,32,0.546846837,4.895327802,0.068522484,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
172,Hymenoptera,Bombus.pennsylvanicus,Bombus,pennsylvanicus,Bombus pennsylvanicus,ppc,1,0.519755489,0.032258065,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4.588888889,ITD
178,Hymenoptera,Bombus.rufocinctus,Bombus,rufocinctus,Bombus rufocinctus,ppc,12,0.494803381,0.745841538,0.025695931,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11.75,BL
189,Diptera,Bombylius.atriceps,Bombylius,atriceps,Bombylius atriceps,ppc,1,0.472735857,0.019607843,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
194,Diptera,Brachyopa.notata,Brachyopa,notata,Brachyopa notata,ppc,2,0.461430579,0.041770058,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",6.2,BL
195,Hymenoptera,Bracon.helena,Bracon,helena,Bracon helena,ppc,1,0.585486234,0.045454545,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.32,BL
196,Hymenoptera,Bracon.vulgaris,Bracon,vulgaris,Bracon vulgaris,ppc,1,0.646098166,0.071428571,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.32,BL
198,Lepidoptera,Brenthis.helena,Brenthis,helena,Brenthis helena,ppc,1,0.585486234,0.045454545,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",49,WS
199,Lepidoptera,Brenthis.triclaris,Brenthis,triclaris,Brenthis triclaris,ppc,2,0.622874629,0.192307692,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",49,WS
200,Diptera,Calliphora.vomitoria,Calliphora,vomitoria,Calliphora vomitoria,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
261,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,ppc,3,0.548051022,0.131552356,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.35,BL
262,Lepidoptera,Ceratomia.lignaria,Ceratomia,lignaria,Ceratomia lignaria,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",93,WS
271,Diptera,Cheilosia.latrans,Cheilosia,latrans,Cheilosia latrans,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.1,BL
273,Diptera,Cheilosia.petulca,Cheilosia,petulca,Cheilosia petulca,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
279,Hymenoptera,Chrysis.densa,Chrysis,densa,Chrysis densa,ppc,1,0.478100637,0.020408163,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
280,Hymenoptera,Chrysis.lauta,Chrysis,lauta,Chrysis lauta,ppc,1,0.478100637,0.020408163,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
281,Diptera,Chrysogaster.parva,Chrysogaster,parva,Chrysogaster parva,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL
283,Diptera,Chrysotoxum.fasciatum,Chrysotoxum,fasciatum,Chrysotoxum fasciatum,ppc,1,0.656036165,0.076923077,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.3,BL
284,Diptera,Chrysotoxum.integrum,Chrysotoxum,integrum,Chrysotoxum integrum,ppc,2,0.532334068,0.078431373,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
285,Diptera,Chrysotoxum.upsilon,Chrysotoxum,upsilon,Chrysotoxum upsilon,ppc,1,0.852674325,0.333333333,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14.5,BL
286,Hymenoptera,Clisodon.sp,Clisodon,sp,Clisodon sp,ppc,1,0.548440212,0.034482759,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
290,Hymenoptera,Coelioxys.modesta,Coelioxys,modesta,Coelioxys modesta,ppc,2,0.451960553,0.038225748,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",2.43,ITD
293,Lepidoptera,Coenonympha.pamphilus,Coenonympha,pamphilus,Coenonympha pamphilus,ppc,3,0.600563153,0.237762238,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",36,WS
295,Lepidoptera,Colias.alexandra,Colias,alexandra,Colias alexandra,ppc,1,0.656036165,0.076923077,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",47.5,WS
296,Lepidoptera,Colias.edwardsi,Colias,edwardsi,Colias edwardsi,ppc,1,0.553146014,0.035714286,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",39.5,WS
297,Lepidoptera,Colias.eurytheme,Colias,eurytheme,Colias eurytheme,ppc,1,0.691219635,0.1,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",52.5,WS
299,Lepidoptera,Colias.scudderi,Colias,scudderi,Colias scudderi,ppc,1,0.553146014,0.035714286,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",44.5,WS
